wkt_geom,UpDepth,DownDepth,DownNode,UpNode,FlowType,Height,Width,Material,ReviewAge,ReviewDiam,ReviewDept,YearLaidBa,SewerUsage,InfCovLev,ID
"MultiLineString ((435405 556364, 435375.5 556401.5))",,1690,NZ35563405,NZ35564301,GRV,,,Z,1955,150,1.7,Z,C,,STE-S009984
"MultiLineString ((435251 556360, 435279.5 556449))",1150,1300,NZ35562402,NZ35562301,GRV,300,,Z,1965,300,1.3,Z,C,,STE-S009973
"MultiLineString ((435344 556397.5, 435322 556420.5))",4850,2550,NZ35563401,NZ35563301,GRV,225,,Z,1965,225,3.7,Z,C,,STE-S009981
"MultiLineString ((435288.5 556365, 435322 556420.5))",4700,,NZ35563401,NZ35562303,GRV,225,,Z,1965,225,4.7,Z,C,,STE-S009982
"MultiLineString ((435558 556276, 435535 556314.25))",,1240,NZ35565307,NZ35565205,GRV,150,,Z,1935,150,1.2,Z,C,,STE-S027858
"MultiLineString ((435534.23399999999674037 556318.51699999999254942, 435529.41499999997904524 556327.10499999998137355))",,,NZ35565311,NZ35565312,GRV,,,Z,1935,100,1.6,Z,C,,STE-S027921
"MultiLineString ((435541.34100000001490116 556391.63899999996647239, 435565.75500000000465661 556407.03000000002793968))",,,NZ35565410,NZ35565321,GRV,225,,Z,1915,225,1.6,Z,C,,STE-S289858
"MultiLineString ((435552.3690000000060536 556310.72699999995529652, 435536.93499999999767169 556335.95799999998416752))",,,NZ35565310,NZ35565313,GRV,,,Z,1935,150,1.5,Z,S,,STE-S010447
"MultiLineString ((435567 556405, 435565.75500000000465661 556407.03000000002793968))",,,NZ35565410,NZ35565409,GRV,,,Z,1915,225,1.6,1918-1944,C,,STE-S289859
"MultiLineString ((435542.61800000001676381 556389.75500000000465661, 435541.34100000001490116 556391.63899999996647239))",,,NZ35565321,NZ35565314,GRV,,,Z,1915,225,1.6,Z,C,,STE-S289855
"MultiLineString ((435567 556341, 435566 556347))",,1610,NZ35565304,NZ35565318,GRV,,,Z,1935,100,1.6,1918-1944,C,,STE-S288488
"MultiLineString ((435565.75500000000465661 556407.03000000002793968, 435589.5 556422))",1450,,NZ35565403,NZ35565410,GRV,225,,Z,1915,225,1.4,Z,C,,STE-S010383
"MultiLineString ((435579 556323, 435567 556341))",,,NZ35565318,NZ35565317,GRV,100,,Z,1935,100,1.6,1918-1944,C,,STE-S285152
"MultiLineString ((435566 556347, 435581.5 556366.5))",1600,2180,NZ35565301,NZ35565304,GRV,150,,Z,1915,150,2.2,Z,C,,STE-S010378
"MultiLineString ((435339.75 556306, 435300 556274.5))",,2040,NZ35563201,NZ35563304,GRV,225,,Z,1975,225,2,Z,S,,STE-S027461
"MultiLineString ((435411.5 556317, 435355.5 556273.5))",,1420,NZ35563202,NZ35564310,GRV,150,,Z,1945,150,1.4,Z,C,,STE-S009977
"MultiLineString ((435274.5 556282, 435246.5 556299.5))",,1300,NZ35562203,NZ35562204,GRV,150,,Z,1965,150,1.3,Z,C,,STE-S009968
"MultiLineString ((435336.5 556307.5, 435298.5 556277))",,1770,NZ35562206,NZ35563303,GRV,150,,Z,1975,150,1.8,Z,F,,STE-S009969
"MultiLineString ((435462.27399999997578561 556293.4409999999916181, 435458.31699999998090789 556301.07200000004377216))",,,NZ35564314,NZ35564208,GRV,100,,Z,1915,100,3.4,1918-1944,C,,STE-S285151
"MultiLineString ((435428 556289, 435411.5 556317))",,1420,NZ35564310,NZ35564201,GRV,150,,Z,1945,150,1.4,Z,C,,STE-S009991
"MultiLineString ((435472.5 556406.5, 435502.5 556430.25))",,1500,NZ35565406,NZ35564407,GRV,150,,Z,1975,150,1.5,Z,S,,STE-S027484
"MultiLineString ((435469.5 556346, 435495.5 556362.5))",,660,NZ35564307,NZ35564308,GRV,150,,Z,1915,150,0.7,Z,C,,STE-S027474
"MultiLineString ((435495.5 556362.5, 435520.5 556378.5))",1090,860,NZ35565302,NZ35564307,GRV,150,,VC,1915,150,0.9,Z,C,,STE-S027483
"MultiLineString ((435492.58799999998882413 556357.95600000000558794, 435495.5 556362.5))",,610,NZ35564307,NZ35564311,GRV,,,Z,1915,150,0.6,1918-1944,C,,STE-S288482
"MultiLineString ((435501.5 556303.75, 435508 556319))",,,NZ35565306,NZ35565309,GRV,,,Z,1915,150,1.8,Z,C,,STE-S010381
"MultiLineString ((435515 556282, 435501.5 556303.75))",,,NZ35565309,NZ35565201,GRV,,,Z,1915,225,1.6,Z,C,,STE-S010382
"MultiLineString ((435508 556319, 435524 556332.5))",,2080,NZ35565305,NZ35565306,GRV,150,,Z,1915,150,2.1,Z,C,,STE-S010380
"MultiLineString ((435502.5 556430.25, 435552 556435.5))",,1350,NZ35565407,NZ35565406,GRV,225,,Z,1975,225,2.1,Z,S,,STE-S010384
"MultiLineString ((435524 556332.5, 435514 556352))",,2210,NZ35565303,NZ35565305,GRV,150,,Z,1915,150,2.2,Z,C,,STE-S010379
"MultiLineString ((435514 556352, 435519 556373))",990,1320,NZ35565316,NZ35565303,GRV,150,,Z,1915,150,1.9,Z,C,,STE-S027855
"MultiLineString ((435519 556373, 435520.5 556378.5))",1090,990,NZ35565302,NZ35565316,GRV,,,Z,1915,150,1,1918-1944,C,,STE-S288485
"MultiLineString ((435516 556374, 435520.5 556378.5))",1090,780,NZ35565302,NZ35565315,GRV,,,Z,1915,150,0.8,1918-1944,C,,STE-S288484
"MultiLineString ((435529.41499999997904524 556327.10499999998137355, 435524 556332.5))",,,NZ35565305,NZ35565311,GRV,100,,VC,1935,100,1.8,Z,C,,STE-S027920
"MultiLineString ((435520.5 556378.5, 435541.34100000001490116 556391.63899999996647239))",,1090,NZ35565321,NZ35565302,GRV,225,,Z,1915,150,1.4,Z,C,,STE-S289854
"MultiLineString ((435536.93499999999767169 556335.95799999998416752, 435524 556332.5))",,,NZ35565305,NZ35565310,GRV,100,,Z,1935,100,2,Z,S,,STE-S010446
"MultiLineString ((435535 556314.25, 435524 556332.5))",,2390,NZ35565305,NZ35565307,GRV,150,,Z,1935,150,2.4,Z,C,,STE-S027857
"MultiLineString ((435111.5 557545, 435154.5 557571.5))",,,NZ3557HD25,NZ3557HD08,GRV,225,,Z,,,,Z,S,,STE-S008044
"MultiLineString ((435219.5 557587, 435195.5 557538.5))",,,NZ3557HD09,NZ3557HD26,GRV,225,,Z,,,,Z,S,,STE-S025561
"MultiLineString ((434998.65000000002328306 557612.643999999971129, 435000.06099999998696148 557612.37800000002607703, 435000.08600000001024455 557612.35900000005494803, 435061.17499999998835847 557550.45700000005308539, 435061.5 557549))",1010,1040,NZ35570501,NZ34579601,GRV,300,,Z,1945,300,10,Z,S,,STE-S010550
"MultiLineString ((434998.65000000002328306 557612.643999999971129, 435000.09100000001490116 557610.18500000005587935, 435060.08600000001024455 557549.58900000003632158, 435060.12900000001536682 557549.57000000006519258, 435061.5 557549))",1010,1040,NZ35570501,NZ34579601,GRV,300,,Z,1945,300,1,Z,F,,STE-S007963
"MultiLineString ((434993.76500000001396984 557576.19499999994877726, 435000.01199999998789281 557598.60100000002421439, 435004.10700000001816079 557613.46900000004097819))",5700,5350,NZ35570601,NZ34579501,GRV,225,,Z,1945,225,5,Z,F,,STE-S025146
"MultiLineString ((435154.5 557571.5, 435219.5 557587))",,,NZ3557HD26,NZ3557HD25,GRV,225,,Z,,,,Z,S,,STE-S025567
"MultiLineString ((435230.5 557611.5, 435219.5 557587))",,1500,NZ3557HD26,NZ3557HD12,GRV,225,,Z,,,,Z,S,,STE-S025566
"MultiLineString ((435238.5 557593, 435219.5 557587))",,,NZ3557HD26,NZ3557HD10,GRV,225,,Z,,,,Z,S,,STE-S008050
"MultiLineString ((435191 557655, 435237.33600000001024455 557645.662999999942258))",1770,1450,NZ35572603,NZ35571601,GRV,150,,Z,1955,150,1.4,Z,C,,STE-S025570
"MultiLineString ((435004.10700000001816079 557613.46900000004097819, 435002.65299999999115244 557613.16099999996367842, 435000.08199999999487773 557612.67799999995622784, 435000.07299999997485429 557612.67799999995622784, 434998.65000000002328306 557612.643999999971129))",1040,5700,NZ34579601,NZ35570601,GRV,,,Z,1945,150,5.7,Z,F,,STE-S007629
"MultiLineString ((435220 557684.5, 435240 557714.5))",3200,1500,NZ35572701,NZ35572604,GRV,150,,VC,1955,150,2.4,Z,C,,STE-S025583
"MultiLineString ((435182 557682.5, 435214.5 557729.5))",2730,1100,NZ35572702,NZ35571602,GRV,150,,Z,1955,150,1.1,Z,C,,STE-S008068
"MultiLineString ((435281.25 557779, 435240 557714.5))",3200,1360,NZ35572701,NZ35572704,GRV,150,,VC,1955,150,3.2,Z,C,,STE-S008067
"MultiLineString ((435214.5 557729.5, 435240 557714.5))",3200,2930,NZ35572701,NZ35572702,GRV,225,,VC,1955,225,3.1,Z,C,,STE-S008066
"MultiLineString ((435199 557739, 435214.5 557729.5))",2870,,NZ35572702,NZ35571701,GRV,225,,Z,1955,225,2.9,Z,C,,STE-S025584
"MultiLineString ((435256 557792.5, 435214.5 557729.5))",,1100,NZ35572702,NZ35572705,GRV,150,,Z,1955,150,1.1,Z,C,,STE-S025585
"MultiLineString ((435157.5 557966, 435184.5 557967.5))",,1400,NZ35571909,NZ35571908,GRV,300,,Z,1945,300,1.6,Z,S,,STE-S025565
"MultiLineString ((435243 557969.75, 435215 557964.5))",,1650,NZ35572903,NZ35572905,GRV,300,,Z,1985,300,1.7,Z,S,,STE-S025589
"MultiLineString ((435042 558005, 435035 557974))",,1190,NZ35570905,NZ35580002,GRV,225,,Z,1985,225,1.2,Z,S,,STE-S025505
"MultiLineString ((435157 557984, 435157.5 557966))",,1480,NZ35571908,NZ35571910,GRV,300,,Z,1945,300,1.4,Z,S,,STE-S008048
"MultiLineString ((435155 558027.5, 435157 557984))",,1440,NZ35571910,NZ35581004,GRV,300,,Z,1985,300,1.5,Z,S,,STE-S007993
"MultiLineString ((435039 558008, 435031.5 557975))",,1460,NZ35570906,NZ35580001,GRV,150,,Z,1985,150,1.5,Z,F,,STE-S007991
"MultiLineString ((435143 558024.5, 435105 558023.5))",,1380,NZ35581001,NZ35581003,GRV,150,,Z,1985,150,1.3,Z,F,,STE-S007966
"MultiLineString ((435105 558023.5, 435039 558008))",,1250,NZ35580001,NZ35581001,GRV,150,,Z,1985,150,1.3,Z,F,,STE-S007964
"MultiLineString ((435061.5 557549, 435061.97399999998742715 557547.587000000057742, 435110.6379999999771826 557500, 435123 557488))",7400,1010,NZ35571401,NZ35570501,GRV,300,,Z,1945,300,1,Z,F,,STE-S007849
"MultiLineString ((435118.5 558026, 435155 558027.5))",,1200,NZ35581004,NZ35581002,GRV,300,,Z,1985,300,1.3,Z,S,,STE-S025480
"MultiLineString ((435056.5 557501.5, 435078 557514))",,,NZ3557HD23,NZ3557HD24,GRV,,,Z,,,,Z,S,,STE-S025556
"MultiLineString ((435061.5 557549, 435062.95699999999487773 557548.67700000002514571, 435112.36499999999068677 557500, 435123 557488))",,1010,NZ35571401,NZ35570501,GRV,300,,Z,1945,300,1,Z,S,,STE-S007626
"MultiLineString ((435217.3219999999855645 557521.412999999942258, 435231.68599999998696148 557532.02899999998044223))",4520,4510,NZ35572508,NZ35572506,GRV,300,,Z,1955,300,4.5,Z,C,,STE-S317824
"MultiLineString ((435053 557538, 435078 557514))",,,NZ3557HD23,NZ3557HD07,GRV,,,Z,,,,Z,S,,STE-S008039
"MultiLineString ((435226.47999999998137355 557537.4409999999916181, 435231.68599999998696148 557532.02899999998044223))",4520,,NZ35572508,NZ35572510,GRV,,,Z,1955,300,4.5,Z,C,,STE-S318083
"MultiLineString ((435231.68599999998696148 557532.02899999998044223, 435236.88900000002468005 557536.40000000002328306))",4560,4520,NZ35572509,NZ35572508,GRV,375,,Z,1955,375,4.5,Z,C,,STE-S318084
"MultiLineString ((435121 557920, 435045 557909.5))",2480,2800,NZ35570902,NZ35571902,GRV,225,,VC,1985,225,2.8,Z,F,,STE-S008041
"MultiLineString ((435046 557939, 435049.25 557907.5))",2430,1780,NZ35570901,NZ35570903,GRV,450,,CO,1985,450,2.2,Z,S,,STE-S025557
"MultiLineString ((435188.5 557929.5, 435124 557917.25))",2700,,NZ35571901,NZ35571904,GRV,,,Z,1945,600,2.7,Z,S,,STE-S008045
"MultiLineString ((435043 557940.5, 435045 557909.5))",2480,1980,NZ35570902,NZ35570904,GRV,150,,Z,1985,150,2.3,Z,F,,STE-S025558
"MultiLineString ((435211.5 557932, 435188.5 557929.5))",,1900,NZ35571904,NZ35572901,GRV,375,,Z,1985,375,2.5,Z,S,,STE-S025563
"MultiLineString ((435186.5 557933, 435121 557920))",2720,,NZ35571902,NZ35571903,GRV,225,,Z,1945,225,2.7,Z,F,,STE-S025562
"MultiLineString ((435215 557964.5, 435211.5 557932))",,1900,NZ35572901,NZ35572903,GRV,375,,Z,1985,375,1.8,Z,S,,STE-S025588
"MultiLineString ((435184.5 557967.5, 435188.5 557929.5))",,1910,NZ35571904,NZ35571909,GRV,300,,CO,1945,300,1.9,Z,S,,STE-S008047
"MultiLineString ((435218 557975.5, 435215.5 557935.5))",,1830,NZ35572902,NZ35572904,GRV,150,,Z,1985,150,2.4,Z,F,,STE-S008072
"MultiLineString ((435215.5 557935.5, 435186.5 557933))",,2140,NZ35571903,NZ35572902,GRV,150,,Z,1985,150,2.5,Z,F,,STE-S008046
"MultiLineString ((435111.5 557958, 435046 557939))",,1240,NZ35570903,NZ35571905,GRV,300,,Z,1985,300,1.5,Z,S,,STE-S025559
"MultiLineString ((435035 557974, 435046 557939))",,1310,NZ35570903,NZ35570905,GRV,300,,Z,1985,300,1.5,Z,S,,STE-S008042
"MultiLineString ((435031.5 557975, 435043 557940.5))",,1510,NZ35570904,NZ35570906,GRV,150,,Z,1985,150,1.7,Z,F,,STE-S008043
"MultiLineString ((435110 557961, 435043 557940.5))",,1520,NZ35570904,NZ35571906,GRV,150,,Z,1985,150,1.8,Z,F,,STE-S025560
"MultiLineString ((435214 558033.5, 435215 557964.5))",,1350,NZ35572903,NZ35582005,GRV,300,,Z,1985,300,1.8,Z,S,,STE-S025506
"MultiLineString ((435147 557962.25, 435110 557961))",,1400,NZ35571906,NZ35571907,GRV,150,,Z,1945,150,1.5,Z,F,,STE-S025564
"MultiLineString ((435123 557488, 435124.04899999999906868 557486.92799999995622784, 435170 557440))",,7600,NZ35571402,NZ35571401,GRV,300,,CSU,1955,300,8.3,Z,S,,STE-S010004
"MultiLineString ((435234.80700000002980232 557521.61899999994784594, 435170 557440))",,,NZ35571402,NZ35572505,GRV,375,,Z,1955,375,3.6,Z,O,,STE-S318087
"MultiLineString ((435134 557460, 435148 557450.5))",,3100,NZ3557HD31,NZ3557HD16,GRV,225,,Z,,,,Z,S,,STE-S027489
"MultiLineString ((435195.5 557538.5, 435173.71700000000419095 557500, 435148 557450.5))",,1800,NZ3557HD31,NZ3557HD09,GRV,225,,Z,,,,Z,S,,STE-S007850
"MultiLineString ((435125.96500000002561137 557491.51300000003539026, 435176.15799999999580905 557457.08600000001024455))",1410,,NZ35571406,NZ35571407,GRV,300,,Z,1955,300,3.2,Z,F,,STE-S318070
"MultiLineString ((435176.15799999999580905 557457.08600000001024455, 435217.3219999999855645 557521.412999999942258))",4510,1410,NZ35572506,NZ35571406,GRV,300,,Z,1955,300,1.4,Z,C,,STE-S318088
"MultiLineString ((435267 557538, 435228 557473))",,,NZ35572405,NZ35572504,GRV,225,,Z,,,,Z,C,,STE-S318067
"MultiLineString ((435113 557478.5, 435134 557460))",,,NZ3557HD16,NZ3557HD30,GRV,225,,Z,,,,Z,S,,STE-S010005
"MultiLineString ((435123 557488, 435123.97200000000884756 557489.15099999995436519, 435125.00199999997857958 557490.37100000004284084, 435125.96500000002561137 557491.51300000003539026))",,,NZ35571407,NZ35571401,GRV,300,,Z,1955,300,3.4,Z,F,,STE-S318069
"MultiLineString ((435078 557514, 435092.38000000000465661 557500, 435113 557478.5))",,,NZ3557HD30,NZ3557HD23,GRV,,,Z,,,,Z,S,,STE-S010024
"MultiLineString ((435075.51400000002468005 557862.99699999997392297, 435089.42599999997764826 557847.76000000000931323))",,,NZ35570803,NZ35570802,GRV,300,,Z,1955,300,2,Z,S,,STE-S008037
"MultiLineString ((435089.42599999997764826 557847.76000000000931323, 435033.99699999997392297 557794.54200000001583248))",,,NZ35570706,NZ35570803,GRV,375,,Z,1955,375,2.8,Z,S,,STE-S025553
"MultiLineString ((435077.94199999998090789 557865.20499999995809048, 435092.95699999999487773 557847.76000000000931323))",,,NZ35570804,NZ35570801,GRV,150,,Z,1955,150,2.4,Z,F,,STE-S025550
"MultiLineString ((435112.39000000001396984 557868.73800000001210719, 435089.42599999997764826 557847.76000000000931323))",,,NZ35570803,NZ35571801,GRV,300,,Z,1955,300,2.1,Z,S,,STE-S025552
"MultiLineString ((435124 557917.25, 435049.25 557907.5))",2400,2750,NZ35570901,NZ35571901,GRV,525,,CO,1985,600,2.8,Z,S,,STE-S008040
"MultiLineString ((435114.37699999997857958 557866.75, 435092.95699999999487773 557847.76000000000931323))",,,NZ35570804,NZ35571802,GRV,150,,Z,1955,150,2.4,Z,F,,STE-S008034
"MultiLineString ((435323 557143, 435322.5 557161))",,1470,NZ35573101,NZ35573102,GRV,150,,Z,1955,150,1.5,Z,C,,STE-S027501
"MultiLineString ((435252.9220000000204891 557138.77899999998044223, 435330.59299999999348074 557201.22699999995529652))",2200,1900,NZ35573201,NZ35572106,GRV,1200,800,CO,1955,750,1.9,Z,C,,STE-S317141
"MultiLineString ((435136.5 557271, 435089 557190))",2180,,NZ35570101,NZ35571201,GRV,225,,Z,1955,225,2.2,Z,S,,STE-S027485
"MultiLineString ((435097 557214, 435089 557190))",4200,2150,NZ35570101,NZ35570201,GRV,225,,VC,1955,225,2.2,Z,C,,STE-S010001
"MultiLineString ((435125 557311, 435097 557214))",2100,,NZ35570201,NZ35571301,GRV,225,,Z,1955,225,2.1,Z,C,,STE-S027486
"MultiLineString ((435084.02600000001257285 557198.06200000003445894, 435081.66800000000512227 557205.37100000004284084, 435112.75699999998323619 557313.50100000004749745))",,,NZ35571303,NZ35570202,PMP,63,,PE,,,,Z,C,,STE-S317820
"MultiLineString ((435112.75699999998323619 557313.50100000004749745, 435118.10700000001816079 557311.9719999999506399))",,,NZ35571304,NZ35571303,PMP,,,Z,,,,Z,C,,STE-S317823
"MultiLineString ((435154.5 557364.5, 435125 557311))",,1550,NZ35571301,NZ35571302,GRV,225,,Z,1955,225,1.6,Z,C,,STE-S027487
"MultiLineString ((435246.25 557376.25, 435301.49099999997997656 557322))",,2900,NZ35573301,NZ35572301,GRV,750,,CO,1955,750,3,Z,S,,STE-S010019
"MultiLineString ((435112.75699999998323619 557313.50100000004749745, 435144.90700000000651926 557431.04599999997299165))",,,NZ35571404,NZ35571303,PMP,63,,PE,,,,Z,C,,STE-S317821
"MultiLineString ((435200 557413.5, 435246.25 557376.25))",2850,9840,NZ35572301,NZ35572401,GRV,300,,CSU,1955,300,6.2,Z,S,,STE-S010014
"MultiLineString ((435183 557417.5, 435154.5 557364.5))",,,NZ35571302,NZ35571403,GRV,225,,Z,1955,225,1.8,Z,C,,STE-S010003
"MultiLineString ((435170 557440, 435200 557413.5))",9800,,NZ35572401,NZ35571402,GRV,300,,CSU,1955,300,9.4,Z,S,,STE-S010015
"MultiLineString ((435148 557450.5, 435162.59799999999813735 557441.74300000001676381, 435212.10300000000279397 557393.48499999998603016))",,,NZ3557HD17,NZ3557HD31,GRV,,,Z,,,,Z,S,,STE-S027154
"MultiLineString ((435144.90700000000651926 557431.04599999997299165, 435157.22700000001350418 557440.50100000004749745, 435161.48999999999068677 557442.44400000001769513, 435163.09100000001490116 557442.93900000001303852, 435166.18800000002374873 557443.46699999994598329, 435169.19799999997485429 557445.24699999997392297, 435170.79999999998835847 557446.95799999998416752, 435176.15799999999580905 557457.08600000001024455))",1410,,NZ35571406,NZ35571404,PMP,63,,PE,,,,Z,C,,STE-S317822
"MultiLineString ((435228 557473, 435186.10399999999208376 557420.87300000002142042))",,,NZ35571405,NZ35572405,GRV,225,,Z,,,,Z,C,,STE-S027488
"MultiLineString ((435391 557685, 435349.54899999999906868 557659.77199999999720603))",2450,2000,NZ35573604,NZ35573603,GRV,225,,VC,1945,225,2,Z,C,,STE-S008076
"MultiLineString ((435357 557672, 435349.54899999999906868 557659.77199999999720603))",2450,2650,NZ35573604,NZ35573605,GRV,225,,VC,1945,225,2.6,Z,C,,STE-S025593
"MultiLineString ((435281 557715, 435357 557672))",2440,3850,NZ35573605,NZ35572703,GRV,225,,VC,1955,225,3.8,Z,C,,STE-S025594
"MultiLineString ((435363.25 557685.25, 435357 557672))",2640,2300,NZ35573605,NZ35573606,GRV,225,,VC,1945,225,2.5,Z,C,,STE-S008077
"MultiLineString ((435417 557704, 435391 557685))",2000,1850,NZ35573603,NZ35574701,GRV,225,,VC,1955,225,1.9,Z,C,,STE-S025592
"MultiLineString ((435380.5 557720, 435391 557685))",2000,2030,NZ35573603,NZ35573704,GRV,225,,Z,1955,225,2,Z,C,,STE-S008075
"MultiLineString ((435240 557714.5, 435270.6909999999916181 557697.18799999996554106))",3450,3200,NZ35572602,NZ35572701,GRV,225,,VC,1955,225,2.8,Z,C,,STE-S025569
"MultiLineString ((435338.5 557702.5, 435363.25 557685.25))",2300,,NZ35573606,NZ35573705,GRV,225,,Z,1945,225,2.3,Z,C,,STE-S008078
"MultiLineString ((435411 557715, 435417 557704))",1850,1470,NZ35574701,NZ35574703,GRV,225,,Z,1945,225,1.5,Z,C,,STE-S025603
"MultiLineString ((435270.6909999999916181 557697.18799999996554106, 435281 557715))",3850,3450,NZ35572703,NZ35572602,GRV,225,,VC,1955,225,3.6,Z,C,,STE-S008069
"MultiLineString ((435351 557093, 435322.5 557161))",,,NZ35573101,NZ35573001,GRV,225,,Z,1925,225,1.8,Z,C,,STE-S010018
"MultiLineString ((435444.6969999999855645 557715.15099999995436519, 435417 557704))",1850,,NZ35574701,NZ35574710,GRV,100,,VC,1945,150,1,Z,C,,STE-S1251879
"MultiLineString ((435099.99599999998463318 557129.44900000002235174, 435108.10300000000279397 557127.31499999994412065))",,,NZ35571103,NZ35570104,GRV,225,,VC,1955,225,3.4,Z,C,,STE-S317817
"MultiLineString ((435103.13599999999860302 557097.731000000028871, 435098.97999999998137355 557102.44599999999627471, 435097.65799999999580905 557108.29799999995157123, 435097.28100000001722947 557111.50699999998323619, 435097.84700000000884756 557114.90500000002793968, 435099.16800000000512227 557118.68099999998230487, 435100.86700000002747402 557123.96600000001490116, 435102 557129.25199999997857958, 435103.13299999997252598 557136.99199999996926636, 435102.94400000001769513 557147.94000000006053597, 435102 557154.5470000000204891, 435098.60200000001350418 557169.64899999997578561, 435092.87400000001071021 557196.47999999998137355, 435092.00799999997252598 557197.83400000003166497, 435090.57400000002235174 557198.26300000003539026, 435084.02600000001257285 557198.06200000003445894))",,,NZ35570202,NZ35571001,PMP,63,,PE,,,,Z,C,,STE-S317819
"MultiLineString ((435322.5 557161, 435287.5 557131))",,,NZ35572101,NZ35573101,GRV,225,,Z,1955,225,2.4,Z,C,,STE-S027496
"MultiLineString ((435089 557190, 435099.99599999998463318 557129.44900000002235174))",2000,4240,NZ35570104,NZ35570101,GRV,225,,VC,1955,225,3.1,Z,C,,STE-S010002
"MultiLineString ((435261.55099999997764826 557566.10999999998603016, 435265.04399999999441206 557569.60400000005029142, 435266.41300000000046566 557570.36499999999068677, 435310.37099999998463318 557577.51399999996647239, 435314.78200000000651926 557578.12199999997392297, 435318.12900000001536682 557578.88300000003073364, 435364.29399999999441206 557591.58400000003166497))",1160,9740,NZ35573503,NZ35572511,PMP,200,,DI,,,,Z,C,,STE-S318090
"MultiLineString ((435310.37800000002607703 557576.99699999997392297, 435267 557538))",,,NZ35572504,NZ35573501,GRV,225,,Z,,,,Z,C,,STE-S008049
"MultiLineString ((435337.94199999998090789 557601.63000000000465661, 435313.72999999998137355 557580.00399999995715916))",,5000,NZ35573502,NZ35573601,GRV,225,,VC,1945,225,5,Z,C,,STE-S318068
"MultiLineString ((435313.72999999998137355 557580.00399999995715916, 435256.87400000001071021 557571.7900000000372529))",,1030,NZ35572512,NZ35573502,GRV,225,,VC,1955,225,1,Z,C,,STE-S318081
"MultiLineString ((435251.5 557606, 435253.5 557593))",,,NZ3557HD27,NZ3557HD29,GRV,,,Z,,,,Z,S,,STE-S008052
"MultiLineString ((435276 557592, 435253.5 557593))",,,NZ3557HD27,NZ3557HD11,GRV,225,,Z,,,,Z,S,,STE-S025568
"MultiLineString ((435337.96700000000419095 557618.85699999995995313, 435337.94199999998090789 557601.63000000000465661))",5000,2350,NZ35573601,NZ35573609,GRV,225,,VC,1945,225,5,Z,C,,STE-S025848
"MultiLineString ((435253.5 557593, 435238.5 557593))",,,NZ3557HD10,NZ3557HD27,GRV,225,,Z,,,,Z,S,,STE-S008051
"MultiLineString ((435256 557655.25, 435230.5 557611.5))",,,NZ3557HD12,NZ3557HD28,GRV,,,Z,,,,Z,S,,STE-S025582
"MultiLineString ((435268.5 557609, 435358.25 557631))",,2150,NZ3557HD14,NZ3557HD13,GRV,225,,Z,,,,Z,S,,STE-S008079
"MultiLineString ((435358.25 557631, 435448.5 557651.5))",,2200,NZ3557HD15,NZ3557HD14,GRV,225,,Z,,,,Z,S,,STE-S025602
"MultiLineString ((435342.01799999998183921 557640.17500000004656613, 435337.96700000000419095 557618.85699999995995313))",,2260,NZ35573609,NZ35573602,GRV,225,,VC,1945,225,2.4,Z,C,,STE-S025590
"MultiLineString ((435383 557642.25, 435342.01799999998183921 557640.17500000004656613))",2350,2020,NZ35573602,NZ35573608,GRV,225,,Z,1945,225,2,Z,C,,STE-S025591
"MultiLineString ((435349.54899999999906868 557659.77199999999720603, 435342.01799999998183921 557640.17500000004656613))",2260,2450,NZ35573602,NZ35573604,GRV,225,,VC,1945,225,2.4,Z,C,,STE-S008074
"MultiLineString ((435237.33600000001024455 557645.662999999942258, 435270.6909999999916181 557697.18799999996554106))",3450,1770,NZ35572602,NZ35572603,GRV,150,,Z,1955,150,2.6,Z,C,,STE-S008053
"MultiLineString ((435438.5 557663.25, 435383 557642.25))",2020,1860,NZ35573608,NZ35574601,GRV,225,,Z,1945,225,2.4,Z,C,,STE-S025595
"MultiLineString ((435361.52600000001257285 557815.07999999995809048, 435357.90500000002793968 557808.64300000004004687))",,,NZ35573809,NZ3557AT03,GRV,100,,VC,,,,Z,C,,STE-S1309103
"MultiLineString ((435357.21000000002095476 557811.35400000005029142, 435357.90500000002793968 557808.64300000004004687))",500,,NZ35573809,NZ3557P009,GRV,,,Z,,,,Z,S,,STE-S1309112
"MultiLineString ((435362.12900000001536682 557820.06900000001769513, 435363.74800000002142042 557819.10900000005494803))",,,NZ3557P002,NZ3557P001,GRV,100,,VC,,,,Z,C,,STE-S1309101
"MultiLineString ((435363.74800000002142042 557819.10900000005494803, 435361.52600000001257285 557815.07999999995809048))",,,NZ3557AT03,NZ3557P002,GRV,100,,VC,,,,Z,C,,STE-S1309102
"MultiLineString ((435402 557819, 435374 557767.5))",,1670,NZ35573703,NZ35574801,GRV,150,,Z,1945,150,1.7,Z,C,,STE-S008081
"MultiLineString ((435368.5 557862.5, 435385.25 557891))",1700,1000,NZ35573802,NZ35573805,GRV,150,,Z,1955,150,1.4,Z,C,,STE-S025600
"MultiLineString ((435385.25 557891, 435415.26199999998789281 557925.10400000005029142))",1760,1860,NZ35574903,NZ35573802,GRV,300,,VC,1955,300,1.9,Z,C,,STE-S025504
"MultiLineString ((435414.5 557776, 435380.5 557720))",,1900,NZ35573704,NZ35574705,GRV,225,,Z,1955,225,1.9,Z,C,,STE-S025598
